instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,rac,1,2313799,698
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,hfma,2,828560,698
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,rac,2,2314827,698
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,hfma,0,1137280,685
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,rac,0,2292450,685
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,hfma,1,749087,685
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,rac,1,2347309,685
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,hfma,2,756607,685
random_n1000_rho0.6_weakly-corr-neg_seed1.pcf,rac,2,2950832,685
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,hfma,0,834927,731
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,rac,0,2453206,731
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,hfma,1,680625,731
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,rac,1,2272218,731
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,hfma,2,671934,731
random_n1000_rho0.6_weakly-corr-neg_seed2.pcf,rac,2,2243020,731
random_n1000_rho0.6_weakly-corr_seed0.pcf,hfma,0,656559,703
random_n1000_rho0.6_weakly-corr_seed0.pcf,rac,0,2212360,703
random_n1000_rho0.6_weakly-corr_seed0.pcf,hfma,1,622490,703
random_n1000_rho0.6_weakly-corr_seed0.pcf,rac,1,2202866,703
random_n1000_rho0.6_weakly-corr_seed0.pcf,hfma,2,627176,703
random_n1000_rho0.6_weakly-corr_seed0.pcf,rac,2,2333692,703
random_n1000_rho0.6_weakly-corr_seed1.pcf,hfma,0,1026934,698
random_n1000_rho0.6_weakly-corr_seed1.pcf,rac,0,2357760,698
random_n1000_rho0.6_weakly-corr_seed1.pcf,hfma,1,709629,698
random_n1000_rho0.6_weakly-corr_seed1.pcf,rac,1,2314747,698
random_n1000_rho0.6_weakly-corr_seed1.pcf,hfma,2,697307,698
random_n1000_rho0.6_weakly-corr_seed1.pcf,rac,2,2343300,698
random_n1000_rho0.6_weakly-corr_seed2.pcf,hfma,0,1096793,689
random_n1000_rho0.6_weakly-corr_seed2.pcf,rac,0,3660270,689
random_n1000_rho0.6_weakly-corr_seed2.pcf,hfma,1,1046619,689
random_n1000_rho0.6_weakly-corr_seed2.pcf,rac,1,4368827,689
random_n1000_rho0.6_weakly-corr_seed2.pcf,hfma,2,1424986,689
random_n1000_rho0.6_weakly-corr_seed2.pcf,rac,2,3688188,689
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,hfma,0,5353140,505
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,rac,0,10545364,505
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,hfma,1,4382972,505
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,rac,1,5308059,505
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,hfma,2,1824303,505
random_n1000_rho0.9_strongly-corr-neg_seed0.pcf,rac,2,3601606,505
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,hfma,0,2852162,512
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,rac,0,3870252,512
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,hfma,1,2758769,512
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,rac,1,3782648,512
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,hfma,2,2745029,512
random_n1000_rho0.9_strongly-corr-neg_seed1.pcf,rac,2,3603482,512
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,hfma,0,2193304,515
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,rac,0,3998787,515
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,hfma,1,2122731,515
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,rac,1,3890058,515
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,hfma,2,2105501,515
random_n1000_rho0.9_strongly-corr-neg_seed2.pcf,rac,2,3704306,515
random_n1000_rho0.9_strongly-corr_seed0.pcf,hfma,0,1724511,479
random_n1000_rho0.9_strongly-corr_seed0.pcf,rac,0,4191632,479
random_n1000_rho0.9_strongly-corr_seed0.pcf,hfma,1,1648497,479
random_n1000_rho0.9_strongly-corr_seed0.pcf,rac,1,4093428,479
random_n1000_rho0.9_strongly-corr_seed0.pcf,hfma,2,1659040,479
random_n1000_rho0.9_strongly-corr_seed0.pcf,rac,2,3853223,479
random_n1000_rho0.9_strongly-corr_seed1.pcf,hfma,0,2052211,466
random_n1000_rho0.9_strongly-corr_seed1.pcf,rac,0,3842781,466
random_n1000_rho0.9_strongly-corr_seed1.pcf,hfma,1,1952066,466
random_n1000_rho0.9_strongly-corr_seed1.pcf,rac,1,3754317,466
random_n1000_rho0.9_strongly-corr_seed1.pcf,hfma,2,1892568,466
random_n1000_rho0.9_strongly-corr_seed1.pcf,rac,2,3455654,466
random_n1000_rho0.9_strongly-corr_seed2.pcf,hfma,0,2187752,470
random_n1000_rho0.9_strongly-corr_seed2.pcf,rac,0,3779787,470
random_n1000_rho0.9_strongly-corr_seed2.pcf,hfma,1,1619303,470
random_n1000_rho0.9_strongly-corr_seed2.pcf,rac,1,3658033,470
random_n1000_rho0.9_strongly-corr_seed2.pcf,hfma,2,1582330,470
random_n1000_rho0.9_strongly-corr_seed2.pcf,rac,2,3514727,470
random_n1000_rho0.9_uncorr-neg_seed0.pcf,hfma,0,2685285,545
